Time,ParticipantID,Scenario,Sequence,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,VideoX,VideoY,VideoZ,InstX,InstY,InstZ,GazeTarget,AngleToVideo,AngleToInst,VideoOcc,InstOcc,HitObjectName
0.23,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.36,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.50,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.64,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.78,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.96,P02,AUIT_Multi,ABC,1.017,1.578,0.907,354.0,13.3,-2.197,1.378,13.812,-26.067,0.000,792.755,World,14.8,-1.0,False,False,LeftHandAnchor
1.11,P02,AUIT_Multi,ABC,1.018,1.579,0.907,354.6,13.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,14.9,-1.0,False,False,LeftHandAnchor
1.25,P02,AUIT_Multi,ABC,1.018,1.578,0.907,355.4,13.3,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.5,-1.0,False,False,LeftHandAnchor
1.39,P02,AUIT_Multi,ABC,1.019,1.579,0.907,356.3,13.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.9,-1.0,False,False,LeftHandAnchor
1.53,P02,AUIT_Multi,ABC,1.020,1.580,0.907,357.2,12.6,-2.197,1.378,13.812,-26.067,0.000,792.755,World,16.1,-1.0,False,False,LeftHandAnchor
1.67,P02,AUIT_Multi,ABC,1.020,1.582,0.905,357.7,11.4,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.6,-1.0,False,False,LeftHandAnchor
1.80,P02,AUIT_Multi,ABC,1.020,1.585,0.901,357.0,10.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,14.2,-1.0,False,False,CabinetD05Door
1.94,P02,AUIT_Multi,ABC,1.019,1.594,0.896,354.5,4.4,-2.197,1.378,13.812,-26.067,0.000,792.755,World,9.2,-1.0,False,False,CabinetD05
2.08,P02,AUIT_Multi,ABC,1.015,1.596,0.889,350.9,3.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,5.3,-1.0,False,False,CabinetD05
2.22,P02,AUIT_Multi,ABC,1.012,1.597,0.884,347.9,2.6,-2.197,1.378,13.812,-26.067,0.000,792.755,World,2.5,-1.0,False,False,CabinetD05
2.36,P02,AUIT_Multi,ABC,1.010,1.597,0.882,345.0,2.3,-2.197,1.378,13.812,-26.067,0.000,792.755,World,1.8,-1.0,False,False,CabinetD05
2.50,P02,AUIT_Multi,ABC,1.009,1.598,0.881,343.3,2.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,3.0,-1.0,False,False,CabinetD05
2.64,P02,AUIT_Multi,ABC,1.008,1.599,0.880,341.4,1.8,-2.197,1.378,13.812,-26.067,0.000,792.755,World,4.7,-1.0,False,False,CabinetD05
2.78,P02,AUIT_Multi,ABC,1.007,1.596,0.881,340.2,3.2,-2.197,1.378,13.812,-26.067,0.000,792.755,World,6.3,-1.0,False,False,CabinetD05
2.92,P02,AUIT_Multi,ABC,1.004,1.601,0.882,338.7,1.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,7.4,-1.0,False,False,CabinetD05
3.06,P02,AUIT_Multi,ABC,1.001,1.598,0.878,336.8,1.5,-2.197,1.378,13.812,-26.067,0.000,792.755,World,9.4,-1.0,False,False,CabinetD06
3.19,P02,AUIT_Multi,ABC,0.996,1.600,0.880,333.0,1.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.1,-1.0,False,False,CabinetD06
3.33,P02,AUIT_Multi,ABC,0.994,1.601,0.879,331.1,0.5,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.1,-1.0,False,False,CabinetD06
3.47,P02,AUIT_Multi,ABC,0.995,1.599,0.881,331.9,1.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,14.2,-1.0,False,False,CabinetD06
3.61,P02,AUIT_Multi,ABC,0.998,1.600,0.884,334.3,1.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,11.8,-1.0,False,False,CabinetD06
3.75,P02,AUIT_Multi,ABC,1.000,1.600,0.886,335.9,1.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,10.2,-1.0,False,False,CabinetD06
3.89,P02,AUIT_Multi,ABC,1.001,1.599,0.886,337.2,1.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,8.9,-1.0,False,False,CabinetD06
4.03,P02,AUIT_Multi,ABC,1.001,1.599,0.886,337.8,1.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,8.3,-1.0,False,False,CabinetD06
4.17,P02,AUIT_Multi,ABC,0.999,1.599,0.885,337.7,0.9,-2.197,1.378,13.812,-26.067,0.000,792.755,World,8.4,-1.0,False,False,CabinetD06
4.31,P02,AUIT_Multi,ABC,0.998,1.599,0.884,337.4,1.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,8.7,-1.0,False,False,CabinetD06
4.44,P02,AUIT_Multi,ABC,0.996,1.599,0.882,336.7,0.9,-2.197,1.378,13.812,-26.067,0.000,792.755,World,9.4,-1.0,False,False,CabinetD06
