Time,ParticipantID,Scenario,Sequence,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,VideoX,VideoY,VideoZ,InstX,InstY,InstZ,GazeTarget,AngleToVideo,AngleToInst,VideoOcc,InstOcc,HitObjectName
0.23,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.383,-0.064,2.348,-16.870,-0.016,526.450,World,24.7,1.9,False,False,CabinetDCorner01
0.30,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.093,2.099,-15.347,-0.014,481.607,World,28.9,1.9,False,False,CabinetDCorner01
0.36,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.098,2.056,-14.318,-0.012,451.194,World,29.9,1.9,False,False,CabinetDCorner01
0.42,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.044,-12.620,-0.013,401.776,World,30.2,1.9,False,False,CabinetDCorner01
0.47,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.040,-11.591,-0.011,371.293,World,30.3,1.9,False,False,CabinetDCorner01
0.53,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.040,-10.402,-0.010,336.322,World,30.3,1.9,False,False,CabinetDCorner01
0.59,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-8.951,-0.011,294.085,World,30.3,1.9,False,False,CabinetDCorner01
0.63,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-7.999,-0.009,265.874,World,30.3,1.9,False,False,CabinetDCorner01
0.68,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-6.894,-0.008,233.453,World,30.3,1.9,False,False,CabinetDCorner01
0.73,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-5.775,-0.008,200.679,World,30.3,1.9,False,False,CabinetDCorner01
0.78,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-4.541,-0.009,164.691,World,30.3,1.9,False,False,CabinetDCorner01
0.83,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-3.401,-0.008,131.288,World,30.3,1.9,False,False,CabinetDCorner01
0.88,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-2.208,-0.007,96.207,World,30.3,1.9,False,False,CabinetDCorner01
0.94,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,-0.916,-0.007,58.454,World,30.3,1.9,False,False,CabinetDCorner01
0.99,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,0.297,-0.006,22.781,World,30.3,1.8,False,False,CabinetDCorner01
1.03,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.400,-0.100,2.039,1.092,-0.030,1.055,World,30.3,60.4,False,False,CabinetDCorner01
1.08,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.407,-0.099,2.027,1.296,-0.064,-0.079,World,30.3,164.3,False,False,CabinetDCorner01
1.11,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.429,-0.095,1.990,1.278,-0.061,0.012,World,30.3,163.9,False,False,CabinetDCorner01
1.15,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.450,-0.091,1.954,1.266,-0.059,0.062,World,30.3,163.8,False,False,CabinetDCorner01
1.18,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.470,-0.088,1.921,1.258,-0.057,0.115,World,30.3,163.4,False,False,CabinetDCorner01
1.21,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.488,-0.085,1.890,1.256,-0.055,0.152,World,30.2,162.8,False,False,CabinetDCorner01
1.24,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.508,-0.083,1.856,1.249,-0.053,0.189,World,30.2,162.5,False,False,CabinetDCorner01
1.27,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.535,-0.085,1.810,1.241,-0.051,0.226,World,30.3,162.3,False,False,CabinetDCorner01
1.30,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.554,-0.083,1.778,1.233,-0.049,0.263,World,30.2,162.1,False,False,CabinetDCorner01
1.33,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.572,-0.081,1.748,1.225,-0.048,0.305,World,30.2,161.7,False,False,CabinetDCorner01
1.36,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.590,-0.079,1.718,1.217,-0.046,0.346,World,30.2,161.3,False,False,CabinetDCorner01
1.39,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.606,-0.075,1.691,1.208,-0.044,0.379,World,30.1,161.1,False,False,CabinetDCorner01
1.42,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.622,-0.073,1.664,1.200,-0.042,0.415,World,30.1,160.7,False,False,CabinetDCorner01
1.45,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.638,-0.070,1.636,1.192,-0.041,0.455,World,30.1,160.2,False,False,CabinetDCorner01
1.48,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.654,-0.067,1.609,1.184,-0.039,0.489,World,30.0,159.8,False,False,CabinetDCorner01
1.50,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.670,-0.064,1.582,1.176,-0.037,0.527,World,30.0,159.2,False,False,CabinetDCorner01
1.53,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.687,-0.062,1.554,1.168,-0.036,0.566,World,29.9,158.4,False,False,CabinetDCorner01
1.56,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.703,-0.057,1.526,1.160,-0.034,0.601,World,29.9,157.7,False,False,CabinetDCorner01
1.59,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.720,-0.052,1.499,1.151,-0.032,0.635,World,29.8,157.1,False,False,CabinetDCorner01
1.62,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.736,-0.049,1.472,1.143,-0.030,0.672,World,29.7,156.0,False,False,CabinetDCorner01
1.64,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.752,-0.046,1.445,1.135,-0.029,0.709,World,29.6,154.6,False,False,CabinetDCorner01
1.67,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.768,-0.043,1.418,1.126,-0.027,0.743,World,29.5,153.3,False,False,CabinetDCorner01
1.70,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.784,-0.040,1.391,1.119,-0.025,0.780,World,29.4,151.1,False,False,CabinetDCorner01
1.73,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.800,-0.037,1.364,1.111,-0.024,0.817,World,29.3,148.3,False,False,CabinetDCorner01
1.76,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.816,-0.035,1.336,1.104,-0.022,0.857,World,29.1,143.4,False,False,CabinetDCorner01
1.79,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.833,-0.033,1.308,1.097,-0.021,0.900,World,29.0,135.2,False,False,CabinetDCorner01
1.81,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.848,-0.029,1.281,1.087,-0.018,0.930,World,28.8,128.3,False,False,CabinetDCorner01
1.84,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.859,-0.026,1.263,1.078,-0.017,0.963,World,28.5,114.7,False,False,CabinetDCorner01
1.87,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.869,-0.024,1.247,1.073,-0.015,1.007,World,28.3,84.8,False,False,CabinetDCorner01
1.90,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.888,-0.020,1.215,1.061,-0.013,1.044,World,27.9,55.0,False,False,CabinetDCorner01
1.93,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.914,-0.014,1.171,1.052,-0.011,1.078,World,27.0,34.2,False,False,CabinetDCorner01
1.96,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.933,-0.010,1.141,1.043,-0.009,1.114,World,25.9,21.0,False,False,CabinetDCorner01
1.99,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.949,-0.008,1.114,1.036,-0.008,1.156,World,24.3,13.2,False,False,CabinetDCorner01
2.02,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.967,-0.005,1.086,1.024,-0.006,1.187,World,21.5,7.5,False,False,CabinetDCorner01
2.04,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.979,-0.002,1.074,1.014,-0.004,1.224,Video,16.0,3.7,False,False,Quad
2.07,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.959,-0.011,1.169,1.043,-0.014,1.354,Video,14.2,7.3,False,False,Quad
2.10,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.902,-0.054,1.368,1.137,-0.043,1.631,Video,16.9,12.9,False,False,Quad
2.13,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.887,-0.107,1.422,1.206,-0.065,1.836,World,20.3,14.5,False,False,CabinetDCorner01
2.16,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.889,-0.149,1.414,1.217,-0.080,1.849,World,24.2,15.2,False,False,CabinetDCorner01
2.18,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.894,-0.178,1.392,1.206,-0.088,1.790,World,27.8,15.8,False,False,CabinetDCorner01
2.21,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.899,-0.196,1.374,1.215,-0.094,1.813,World,30.5,16.1,False,False,CabinetDCorner01
2.24,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.903,-0.206,1.362,1.214,-0.096,1.804,World,32.2,16.3,False,False,CabinetDCorner01
2.27,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.904,-0.212,1.356,1.214,-0.098,1.798,World,33.2,16.4,False,False,CabinetDCorner01
2.30,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.905,-0.216,1.352,1.213,-0.099,1.795,World,33.8,16.5,False,False,CabinetDCorner01
2.33,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.218,1.351,1.217,-0.099,1.807,World,34.1,16.5,False,False,CabinetDCorner01
2.35,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.219,1.350,1.218,-0.100,1.810,World,34.2,16.5,False,False,CabinetDCorner01
2.38,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.219,1.350,1.213,-0.100,1.793,World,34.3,16.5,False,False,CabinetDCorner01
2.41,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.215,-0.100,1.799,World,34.3,16.5,False,False,CabinetDCorner01
2.44,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.216,-0.100,1.803,World,34.3,16.5,False,False,CabinetDCorner01
2.47,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.219,-0.100,1.813,World,34.4,16.5,False,False,CabinetDCorner01
2.50,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.217,-0.100,1.806,World,34.4,16.5,False,False,CabinetDCorner01
2.52,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.214,-0.100,1.797,World,34.4,16.5,False,False,CabinetDCorner01
2.55,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.214,-0.100,1.794,World,34.4,16.5,False,False,CabinetDCorner01
2.58,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.217,-0.100,1.806,World,34.4,16.5,False,False,CabinetDCorner01
2.61,P02,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,0.906,-0.220,1.350,1.217,-0.100,1.805,World,34.4,16.5,False,False,CabinetDCorner01
