Time,ParticipantID,Scenario,Sequence,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,VideoX,VideoY,VideoZ,InstX,InstY,InstZ,GazeTarget,AngleToVideo,AngleToInst,VideoOcc,InstOcc,HitObjectName
0.45,Anusha,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.59,Anusha,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
0.73,Anusha,AUIT_Multi,ABC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,15.2,-1.0,False,False,CabinetDCorner01
1.22,Anusha,AUIT_Multi,ABC,0.996,1.050,0.998,359.3,2.6,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.8,-1.0,False,False,RightHandAnchor
1.36,Anusha,AUIT_Multi,ABC,0.996,1.050,0.999,359.0,2.6,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.6,-1.0,False,False,RightHandAnchor
1.50,Anusha,AUIT_Multi,ABC,0.996,1.050,0.998,359.0,2.6,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.6,-1.0,False,False,RightHandAnchor
1.70,Anusha,AUIT_Multi,ABC,0.996,1.050,0.998,358.9,2.6,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.5,-1.0,False,False,RightHandAnchor
1.84,Anusha,AUIT_Multi,ABC,0.996,1.050,0.998,358.7,2.4,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.3,-1.0,False,False,RightHandAnchor
1.97,Anusha,AUIT_Multi,ABC,0.996,1.050,0.998,358.9,2.4,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.4,-1.0,False,False,RightHandAnchor
2.11,Anusha,AUIT_Multi,ABC,0.996,1.050,0.997,358.6,2.3,-2.197,1.378,13.812,-26.067,0.000,792.755,World,13.1,-1.0,False,False,RightHandAnchor
2.25,Anusha,AUIT_Multi,ABC,0.996,1.050,0.996,358.4,2.1,-2.197,1.378,13.812,-26.067,0.000,792.755,World,12.8,-1.0,False,False,RightHandAnchor
2.39,Anusha,AUIT_Multi,ABC,0.996,1.050,0.996,358.4,1.9,-2.197,1.378,13.812,-26.067,0.000,792.755,Video,12.8,-1.0,False,False,Video Quad
2.53,Anusha,AUIT_Multi,ABC,0.994,1.051,0.996,356.8,1.4,-2.197,1.378,13.812,-26.067,0.000,792.755,Video,11.1,-1.0,False,False,Video Quad
2.67,Anusha,AUIT_Multi,ABC,0.981,1.056,0.994,347.6,358.5,-2.197,1.378,13.812,-26.067,0.000,792.755,Video,1.5,-1.0,False,False,Video Quad
