Time,ParticipantID,Scenario,Sequence,HeadX,HeadY,HeadZ,HeadYaw,HeadPitch,VideoX,VideoY,VideoZ,InstX,InstY,InstZ,GazeTarget,HitObjectName,AngleToVideo,AngleToInst,VideoDist,InstDist,VideoOcc,InstOcc,VideoOccHitName,InstOccHitName,VideoInCone,InstInCone,VideoVisible,InstVisible,VideoSpeed,InstSpeed,PanelSeparation,ScreenOverlapPct,BothVisible
0.00,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,-2.197,1.378,13.812,-26.067,0.000,792.755,World,CabinetD01,15.2,2.0,13.277,792.217,1,1,CabinetD01,CabinetD01,1,1,0,0,0.0000,0.0000,779.309,0.000,0
0.15,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,-1.422,1.055,10.573,-18.765,0.000,583.367,World,CabinetD01,15.4,1.9,9.931,582.703,1,1,CabinetD01,CabinetD01,1,1,0,0,23.0049,1440.5580,573.057,0.045,0
0.24,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.382,0.066,2.588,-11.390,-0.001,370.236,World,CabinetD01,21.4,1.9,1.706,369.444,1,1,CabinetD01,Floor,1,1,0,0,86.6367,2240.6810,367.836,0.000,0
0.30,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.480,0.008,2.144,-14.552,-0.003,458.834,World,CabinetD01,24.4,1.9,1.257,458.098,1,1,CabinetD01,Floor,1,1,0,0,7.3342,1418.2070,456.937,0.000,0
0.41,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.492,0.001,2.093,-12.422,-0.004,396.351,World,CabinetD01,24.9,1.9,1.206,395.578,1,1,CabinetD01,Floor,1,1,0,0,0.5065,600.3605,394.469,0.000,0
0.50,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.493,0.000,2.088,-10.621,-0.005,343.299,World,CabinetD01,25.0,1.9,1.201,342.496,1,1,CabinetD01,Floor,1,1,0,0,0.0576,572.3071,341.392,0.000,0
0.60,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.493,0.000,2.088,-8.077,-0.006,269.037,World,CabinetD01,25.0,1.9,1.200,268.190,1,1,CabinetD01,Floor,1,1,0,0,0.0061,716.3219,267.087,0.000,0
0.71,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.493,0.000,2.088,-6.060,-0.007,209.513,World,CabinetD01,25.0,1.9,1.200,208.633,1,1,CabinetD01,Floor,1,1,0,0,0.0005,577.7182,207.529,0.000,0
0.80,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.493,0.000,2.088,-3.914,-0.008,146.631,World,CabinetD01,25.0,1.9,1.200,145.714,1,1,CabinetD01,Floor,1,1,0,0,0.0000,656.7806,144.611,0.000,0
0.91,dummy,AUIT_Multi,BAC,1.000,0.000,1.000,0.0,0.0,0.493,0.000,2.088,-1.642,-0.009,79.931,World,CabinetD01,25.0,1.9,1.200,78.975,1,1,CabinetD01,Floor,1,1,0,0,0.0000,637.0808,77.872,0.000,0
